From,To
Q60883,Q5TZ20
Q7TQT0,Q5TZ20
Q8VGX0,Q5TZ20
Q8VFA4,Q5TZ20
Q8VFA6,Q5TZ20
Q8VFA7,Q5TZ20
Q7TQT7,Q5TZ20
Q7TQT6,Q5TZ20
Q7TRL3,Q9GZK4
Q6UAH1,Q9GZK4
Q0VEL5,Q9GZK4
A0A140LHN3,Q9GZK4
L7N475,Q9GZK4
Q7TRL3,O95918
Q6UAH1,O95918
Q0VEL5,O95918
A0A140LHN3,O95918
L7N475,O95918
Q6UAH0,Q8NGU4
Q8VFC2,Q9GZK6
Q8VFC2,O76002
Q8VFC2,O76001
A2AM35,Q8NGT1
Q8VGX2,Q8N349
Q8VF05,Q8N349
Q8VGJ5,Q8NH16
Q8VGJ5,Q8NG85
Q8VGJ5,Q8NG80
Q8VGJ5,Q8NGY9
Q8VF87,Q96R28
Q8VFA2,Q96R28
Q8VF87,Q8NG83
Q8VFA2,Q8NG83
Q8VF87,A3KFT3
Q8VFA2,A3KFT3
Q8VF87,Q8NG81
Q8VFA2,Q8NG81
Q9QZ22,Q9NQN1
Q8VGA9,Q9NQN1
Q9QZ20,Q9NQN1
Q9QZ19,Q9NQN1
E9Q3K2,O43869
Q7TRZ7,Q8NG77
M9MMK4,Q8NH02
M9MMJ7,Q8NH02
Q5NCD2,Q8NH02
Q5NCD3,Q8NH02
Q8VGD9,Q8NH02
Q5NC44,Q8NH02
Q7TRZ7,Q8NG76
A0A0U1RQ01,Q8NGX2
M9MMK4,Q8NH00
M9MMJ7,Q8NH00
Q5NCD2,Q8NH00
Q5NCD3,Q8NH00
Q8VGD9,Q8NH00
Q5NC44,Q8NH00
M9MMK4,Q6IEZ7
M9MMJ7,Q6IEZ7
Q5NCD2,Q6IEZ7
Q5NCD3,Q6IEZ7
Q8VGD9,Q6IEZ7
Q5NC44,Q6IEZ7
Q8VF37,Q8NHC8
Q7TRZ7,A6NH00
Q8VGD6,Q8NHB1
Q7TQS8,Q96R30
Q7TQT8,Q9Y3N9
A0A140T8K7,Q9Y3N9
Q5NCC8,Q7Z3T1
Q5NCD6,Q7Z3T1
Q8VFH0,Q8NHA6
Q7TQT1,Q8NGV0
Q7TQT5,Q8NGV0
Q7TQT4,Q8NGV0
Q7TQT3,Q8NGV0
Q7TQT2,Q8NGV0
Q8VFA8,Q8NGV0
Q8VFA9,Q8NGV0
Q8VFA3,Q8NGV0
Q8VGW9,Q8NGV0
Q60883,Q8NGV0
Q7TQT0,Q8NGV0
Q8VGX0,Q8NGV0
Q8VFA4,Q8NGV0
Q8VFA6,Q8NGV0
Q8VFA7,Q8NGV0
Q7TQT7,Q8NGV0
Q7TQT6,Q8NGV0
Q7TRY2,Q8NG97
E9Q4J3,Q8NG97
Q8VFX7,P47881
Q8VFX6,P47881
Q8VFX8,P47881
Q7TRW8,P47881
Q8VFX7,P47893
Q8VFX6,P47893
Q8VFX8,P47893
Q7TRW8,P47893
Q8VFX7,P47888
Q8VFX6,P47888
Q8VFX8,P47888
Q7TRW8,P47888
Q7TRX3,P47883
A2AVK5,Q8NGL6
Q8VG59,Q8NH70
Q8VG73,Q8NH70
Q8VF91,Q8NH70
Q8VGM6,Q8NH70
Q8VGM7,Q8NH70
A0A1L1SQJ6,Q8NH70
Q7TQZ6,Q8NH70
A2AT78,Q8NH70
A0A1L1SSZ5,Q8NH70
L7MU51,Q8NH70
Q8VGM3,Q8NH70
Q7TQZ3,Q8NH70
Q7TQZ2,Q8NH70
A2AUA2,Q8NH70
Q8VFB1,Q8NH70
Q8VGP1,Q6IF82
Q8VGP1,Q8NGN8
Q8VG59,Q8NH83
Q8VG73,Q8NH83
Q8VF91,Q8NH83
Q8VGM6,Q8NH83
Q8VGM7,Q8NH83
A0A1L1SQJ6,Q8NH83
Q7TQZ6,Q8NH83
A2AT78,Q8NH83
A0A1L1SSZ5,Q8NH83
L7MU51,Q8NH83
Q8VGM3,Q8NH83
Q7TQZ3,Q8NH83
Q7TQZ2,Q8NH83
A2AUA2,Q8NH83
Q8VFB1,Q8NH83
Q8VG59,P0C604
Q8VG73,P0C604
Q8VF91,P0C604
Q8VGM6,P0C604
Q8VGM7,P0C604
A0A1L1SQJ6,P0C604
Q7TQZ6,P0C604
A2AT78,P0C604
A0A1L1SSZ5,P0C604
L7MU51,P0C604
Q8VGM3,P0C604
Q7TQZ3,P0C604
Q7TQZ2,P0C604
A2AUA2,P0C604
Q8VFB1,P0C604
Q8VGP3,Q8NGF8
Q8VG62,Q8NGF8
Q60881,Q8NGF8
Q8VGN8,Q8NGF8
Q7TQZ0,Q8NGF8
A2ATJ9,Q6IEV9
Q8VGF5,Q6IEV9
A2ATJ7,Q6IEV9
Q8VEZ1,Q96R67
A2AUA4,Q96R67
Q8VGN6,Q8NGP0
Q8VGP0,Q8NGP0
Q7TR08,Q8NGM1
A2ATG2,Q8NGM1
A2ATG3,Q8NGM1
A3KGY3,Q8NGM1
Q7TR05,Q8NGM1
Q8VGG1,Q8NGM1
L7MU54,Q8NGM1
Q7TR04,Q8NGM1
F7BL62,Q8NGM1
L7MU53,Q8NGM1
Q7TR02,Q8NGM1
A0A1L1SU13,Q8NGM1
A3KGY4,Q8NGM1
Q7TR01,Q8NGM1
Q8VGM5,Q8NGM1
Q8VGM9,Q8NGM1
Q8VEX7,Q8NGM1
Q7TR09,Q8NGM1
Q7TQZ9,Q8NGM1
Q8VG21,Q8NGL9
Q8VF94,Q8NGL9
Q3SXJ3,Q8NGL9
Q9R0K2,Q8NH37
Q60878,Q8NH37
Q8VFB0,A6NMZ5
Q8VGN2,A6NMZ5
Q8VG63,A6NMZ5
Q8VGN6,A6NHA9
Q8VGP0,A6NHA9
Q8VGN9,Q8NGB2
A2AV11,Q8NH72
Q8VG58,Q8NH72
Q5SW48,Q15615
K7N659,Q8NGI6
Q8VFV1,Q8NGI6
Q8VG74,Q8NGI6
Q8VFV0,Q8NGI4
Q5SW49,P58180
Q5SW50,P58180
Q8VFN1,Q8NGN0
Q0VDY1,Q8NGJ1
K7N659,Q8NGE8
Q8VFV1,Q8NGE8
Q8VG74,Q8NGE8
Q9R0K4,P0C645
Q0VEP0,P0C645
Q7TQQ0,Q8NGC2
Q8VF83,Q8NGB8
A2AVW1,Q6IEY1
A0A1L1SVB5,Q8NGA8
A0A288CFY5,Q8NGA8
A0A286YE47,Q8NGA8
A2AVW1,O95013
A2AVW1,Q6IEY1
A2AVW1,Q6IEY1
A0A1L1SVB5,Q96R69
A0A288CFY5,Q96R69
A0A286YE47,Q96R69
A0A1L1SVB5,Q8NH21
A0A288CFY5,Q8NH21
A0A286YE47,Q8NH21
Q8VF85,Q8NGB9
Q7TRM6,Q8NGD4
A2RTN7,Q8NH41
Q05A45,Q8NH41
E9Q8X3,Q8NH41
E9Q8M3,Q8NGD2
Q8VET4,Q8NGD3
E9PZU2,Q8NH43
K7N5X7,Q8NH43
Q8VFT4,Q8NGD0
Q8VFT4,Q8NGB6
Q8VFT4,A0A0X1KG70
Q8VFT5,Q8NGD1
Q14AK5,Q8NGD1
Q8VFT5,Q8N0Y3
Q14AK5,Q8N0Y3
Q8VFC8,Q8IXE1
A0A1L1SRD7,Q8NGL7
Q7TRM4,Q8NH05
A0A1L1STD5,Q8NH73
A2AV13,Q8NH73
Q8VEZ3,Q8NGF9
A0A1L1SQ02,Q8NGF9
A2ATW2,Q8NGF9
A2ATW2,Q8NGF9
Q8VEZ2,Q8NGF9
A0A0G2JFH3,Q8NH64
F8VPZ8,Q9Y5P1
F8VQ01,Q9Y5P0
A0A1B0GSF4,Q9H340
E9Q382,Q9H340
E9PWA8,A0A3B3IT45
A0A1B0GSU5,A0A3B3IT45
E9Q550,Q8NGF3
Q8VGZ7,Q8TCB6
Q8VBV9,Q9H255
A0A1B0GST0,A6NGY5
Q8VG25,A6NGY5
E9PXW4,A6NGY5
E9Q554,Q8NH61
Q8VH17,Q8NGK1
Q8VH11,Q8NGK0
E9Q547,Q8NH63
A0A1B0GRU2,Q8NH63
E9Q7P5,Q9H343
Q8VGX6,Q9H344
Q8VGY8,Q9H342
Q8VF02,Q9H342
A0A1B0GRN7,Q9H342
F8VPJ9,Q9H341
K7N6B1,Q8NH59
Q8VH20,Q8NH59
E9Q407,Q8NGJ8
F8VQ18,Q8NGJ9
E9PZ66,Q9H2C8
F8VQI7,Q9H2C8
E9PYY2,Q9UKL2
E9Q7C5,Q9UKL2
E9PYY2,Q9H2C5
E9Q7C5,Q9H2C5
Q8VGW5,Q96RD2
E9PXN3,Q8NGK2
A0A1B0GSG0,Q8NGK2
K7N6B3,Q8NGF0
Q8VGW2,Q9H346
Q8VGV8,Q8NGJ4
Q7TRR4,Q8NGJ4
Q8VF06,Q8NGH9
Q8VG26,Q8NH55
A0A1B0GSN5,Q96RD3
A0A1B0GSE1,Q96RD3
A0A1B0GSN5,Q6IFG1
A0A1B0GSE1,Q6IFG1
Q8VG19,Q8NGJ2
E9Q549,Q8NGK6
E9Q549,Q8NH67
A0A2I3BPE8,Q8NH60
E9Q545,Q8NGK4
E9Q545,Q8NGK3
A0A1L1SVG7,Q8NGH7
A0A1L1SVG7,Q8NGH6
E9Q546,Q8NGK5
Q7TRP5,Q8NH53
Q8VGU9,Q8NH53
Q8VH00,Q8NGI0
Q7TRP4,Q8NGI0
Q8VGW3,Q8NGI0
Q8VGV5,Q8NGI2
Q7TRU8,Q8NGI2
Q7TRP5,Q8NH56
Q8VGU9,Q8NH56
Q8VGX9,Q8NH57
Q8VGZ2,Q8NGF1
Q8VGV9,Q8NGF1
Q8VGW0,Q8NGF1
Q8VF03,Q6IF63
F8VPJ8,P0C646
Q8VGV0,Q8NH54
Q3SXH8,Q8NH54
Q7TRN8,Q8NGH8
Q8VGV1,Q8NGH8
Q7TRN8,P0C7T3
Q8VGV1,P0C7T3
Q7TRP7,Q8NGI3
Q7TRU7,Q8NGI3
Q99NH4,Q8NGI1
A0A1B0GSI9,Q8NGI1
Q6W049,Q8NGI1
Q8VG18,Q8NGI1
Q99NH4,Q8NH76
A0A1B0GSI9,Q8NH76
Q6W049,Q8NH76
Q8VG18,Q8NH76
A0A2I3BR00,Q8NGJ0
A0A140LHS9,Q8NGI9
Q7TS40,P0C628
F6ZUS0,P0C628
Q7TS38,P0C628
Q8VGQ3,P0C628
Q7TS40,Q9NZP5
F6ZUS0,Q9NZP5
Q7TS38,Q9NZP5
Q8VGQ3,Q9NZP5
Q8VF75,Q8NH90
Q8VF73,Q8NH90
Q8VF74,Q8NH90
Q8VF75,Q8NH89
Q8VF73,Q8NH89
Q8VF74,Q8NH89
Q7TR81,P0C617
A2ARY0,P0C617
A2ARY1,P0C617
Q7TQR9,Q8NGI8
A0PK57,Q8NGI8
E9Q9Z6,Q8NGI8
Q7TQR7,Q8NGI8
Q8VFV8,Q8NGI8
Q8VF59,Q8NGI8
Q8VFK7,Q8NGF4
Q8VGS3,Q8NGP9
Q7TR55,Q8N127
B2RVX8,Q8NGC0
Q8VFX1,Q96R08
Q8VFW9,Q96R08
Q8VFX0,Q8NGF7
Q8VFW2,Q8NGF7
Q8VFK3,Q8NGF7
A0A1L1SSD5,Q8NGF7
Q8VFV9,Q8NGF7
Q8VEV7,Q8NGF7
Q8VFW3,Q8NGF7
Q7TQR3,Q8NGF7
Q7TQR2,Q8NGF7
Q8VFW4,Q8NGF7
Q8VFW1,Q8NGF7
Q8VFW5,Q8NGF7
Q8VFW8,Q8NGF7
Q8VFX4,Q8NGF7
Q8VFX3,Q8NGF7
Q8VFX5,Q96R09
Q8VFX2,A6NL26
Q8VFX0,Q8NH48
Q8VFW2,Q8NH48
Q8VFK3,Q8NH48
A0A1L1SSD5,Q8NH48
Q8VFV9,Q8NH48
Q8VEV7,Q8NH48
Q8VFW3,Q8NH48
Q7TQR3,Q8NH48
Q7TQR2,Q8NH48
Q8VFW4,Q8NH48
Q8VFW1,Q8NH48
Q8VFW5,Q8NH48
Q8VFW8,Q8NH48
Q8VFX4,Q8NH48
Q8VFX3,Q8NH48
Q8VF22,Q8NGR4
Q7TR28,Q8NGL3
Q8VFR4,Q8NGL3
Q8VFR3,Q8NGK9
Q920P2,Q8NGK9
Q7TR29,Q8NGK9
A2BHP6,Q8NGK9
Q8VFR3,Q8NGL1
Q920P2,Q8NGL1
Q7TR29,Q8NGL1
A2BHP6,Q8NGL1
A0A2I3BPX0,A0A2R8Y4L6
A0A2I3BPQ2,A0A2R8Y4L6
A0A2I3BRN4,A0A2R8Y4L6
Q7TR99,P0C626
Q7TRA0,P0C626
Q8VF76,P0C626
Q8VFB9,A6NKK0
Q8VEX5,A6NKK0
Q8VEX6,A6NKK0
K7N5T5,A6NKK0
L7N1Z8,A6NKK0
Q7TS43,A6NKK0
E9PYP4,A6NKK0
Q8VFB9,A6NHG9
Q8VEX5,A6NHG9
Q8VEX6,A6NHG9
K7N5T5,A6NHG9
L7N1Z8,A6NHG9
Q7TS43,A6NHG9
E9PYP4,A6NHG9
Q8VFB9,A6NDH6
Q8VEX5,A6NDH6
Q8VEX6,A6NDH6
K7N5T5,A6NDH6
L7N1Z8,A6NDH6
Q7TS43,A6NDH6
E9PYP4,A6NDH6
Q8VFB9,Q8NGV7
Q8VEX5,Q8NGV7
Q8VEX6,Q8NGV7
K7N5T5,Q8NGV7
L7N1Z8,Q8NGV7
Q7TS43,Q8NGV7
E9PYP4,Q8NGV7
Q8VFB9,Q8NGV6
Q8VEX5,Q8NGV6
Q8VEX6,Q8NGV6
K7N5T5,Q8NGV6
L7N1Z8,Q8NGV6
Q7TS43,Q8NGV6
E9PYP4,Q8NGV6
Q8VFB9,P0DN80
Q8VEX5,P0DN80
Q8VEX6,P0DN80
K7N5T5,P0DN80
L7N1Z8,P0DN80
Q7TS43,P0DN80
E9PYP4,P0DN80
G3X9L8,Q13606
Q8VGR8,Q8NH18
E9QAT7,Q8NHB7
E9Q7W1,Q8NHB7
E9Q8F6,Q8NHB7
Q8VGQ6,Q8NHB7
A0A140T8K4,Q8NHB7
E9QAT7,Q8NHB8
E9Q7W1,Q8NHB8
E9Q8F6,Q8NHB8
Q8VGQ6,Q8NHB8
A0A140T8K4,Q8NHB8
E9QAT7,A6NET4
E9Q7W1,A6NET4
E9Q8F6,A6NET4
Q8VGQ6,A6NET4
A0A140T8K4,A6NET4
E9Q9T3,A6NMS3
Q7TS48,A6NMS3
Q8VGQ7,A6NMS3
A2AVC3,Q8NGL2
A2AVC4,Q8NGL2
A2AVC3,Q8NGL0
A2AVC4,Q8NGL0
A2ASU6,Q8NGP8
L7MTT3,Q8NGP8
A2ASU6,Q6IEU7
L7MTT3,Q6IEU7
Q7TR89,Q96RB7
A2ATE0,Q96RB7
A2ATE5,Q8NGP4
Q8VFK5,Q8NGP4
Q7TR87,Q8NGP6
A0A1L1ST14,Q8NGP3
Q7TR85,Q8NGP3
Q8VF66,Q8WZ92
Q8VF65,Q8WZ92
Q8VG03,Q8WZ92
Q8VG05,Q8WZ92
Q8VG04,Q8WZ92
Q8VFD3,Q8WZ92
A0A140LJF5,Q8WZ92
Q7TRU9,Q8WZ92
Q8VG02,Q8WZ92
Q8VFD2,Q8WZ92
Q8VFD1,Q8WZ92
Q8VEW5,Q8WZ92
Q8VG07,Q8WZ92
Q8VF12,Q8WZ92
Q8VG08,Q8WZ92
Q8VEW2,Q8WZ92
Q8VG09,Q8WZ92
Q7TRU6,Q8WZ92
Q8VG13,Q8WZ92
Q8VEW6,Q8WZ92
Q8VEZ0,Q8WZ94
Q8VG42,Q8WZ94
Q8VES2,Q8NG75
Q8VF13,Q8NG75
A3KPP7,Q8NGG2
Q7TR59,Q8NGG2
Q60880,Q8NGG2
Q8VFL9,Q8NGG2
Q8VF14,Q8NGG3
A2RT31,Q9UGF6
Q7TRK1,Q9UGF6
Q7TR45,Q8NH69
Q7TR48,Q8NH69
Q8VFQ8,Q8NH69
Q8VG97,Q8NH69
Q9QWU6,O95222
Q8VGW8,O95007
Q8VGU4,Q6IFH4
Q7TQS4,Q6IFH4
Q8VGU5,Q8NGW1
Q8VGJ2,Q96RD1
Q8VFH8,Q96RD1
Q8VGJ0,Q9NZP2
Q8K501,Q9NZP2
Q8VFI0,Q9NZP0
Q8VFI3,Q9NZP0
Q7TRI2,A6NF89
E9PUS9,A6NF89
Q7TRH7,A6NF89
Q8VGI8,A6NJZ3
Q8VFU1,A6NJZ3
Q8VGI7,A6NDL8
Q8VFZ8,A6NDL8
Q8VEU0,A6NDL8
Q8VFU0,A6NIJ9
Q8VFH9,A6NIJ9
Q7TRH4,A6NIJ9
Q8VG45,A6NCV1
Q8VGJ3,A6NL08
Q7TRH8,A6NM76
Q7TRH9,A6NM76
Q8VEX8,A6NM76
Q7TRH5,A6NM76
Q8VFP2,Q8NGZ6
E9Q4G0,Q8NGY2
E9Q0Q2,Q8NGY3
E9Q0M4,Q8NGW6
Q7TRW1,Q8NGY5
E9Q5F1,Q8NGY6
E9Q5P8,Q8NGX9
E9Q0Z1,Q8NH40
Q8VFN6,Q8NH79
E9Q050,Q8NGX8
Q8VGU6,O76100
Q8VGX5,O76100
Q8VGU8,O76100
Q9JHB2,O76100
Q8VGU7,O76100
Q7TQU8,O76100
Q8VGU6,O14581
Q8VGX5,O14581
Q8VGU8,O14581
Q9JHB2,O14581
Q8VGU7,O14581
Q7TQU8,O14581
Q8VGU6,Q8NGA2
Q8VGX5,Q8NGA2
Q8VGU8,Q8NGA2
Q9JHB2,Q8NGA2
Q8VGU7,Q8NGA2
Q7TQU8,Q8NGA2
Q8VGU6,Q15622
Q8VGX5,Q15622
Q8VGU8,Q15622
Q9JHB2,Q15622
Q8VGU7,Q15622
Q7TQU8,Q15622
Q8VGU6,O76099
Q8VGX5,O76099
Q8VGU8,O76099
Q9JHB2,O76099
Q8VGU7,O76099
Q7TQU8,O76099
Q8VGU6,O60412
Q8VGX5,O60412
Q8VGU8,O60412
Q9JHB2,O60412
Q8VGU7,O60412
Q7TQU8,O60412
Q8VEY9,Q8NG98
Q7TRF3,Q8NG98
E9PVX1,Q8NG98
Q8VFI7,Q6IFN5
Q8VFI8,Q6IFN5
A0A2I3BRV7,Q6IFN5
E9PVW2,Q6IFN5
E9PX82,Q6IFN5
Q0VAX9,Q6IFN5
Q8VFM8,Q8NGA0
Q8VGX1,Q8NGA0
Q8VFJ5,Q8NGA0
Q7TRG7,Q8NGA0
Q8VFJ3,Q8NGA0
Q8VFJ4,Q8NGA0
Q7TRG4,Q8NGA0
A0A2I3BPT4,Q8NGA0
Q7TRG2,Q8NGA0
Q8VET8,Q8NGA0
Q8VFF4,Q8NGA0
Q8VFF6,Q8NGA0
Q8VFF2,Q8NGA0
Q7TRG0,Q8NGA0
Q8VGG6,Q8NGA0
Q8VFF1,Q8NGA0
Q7TRF8,Q8NGA0
Q8VFM8,Q8NG99
Q8VGX1,Q8NG99
Q8VFJ5,Q8NG99
Q7TRG7,Q8NG99
Q8VFJ3,Q8NG99
Q8VFJ4,Q8NG99
Q7TRG4,Q8NG99
A0A2I3BPT4,Q8NG99
Q7TRG2,Q8NG99
Q8VET8,Q8NG99
Q8VFF4,Q8NG99
Q8VFF6,Q8NG99
Q8VFF2,Q8NG99
Q7TRG0,Q8NG99
Q8VGG6,Q8NG99
Q8VFF1,Q8NG99
Q7TRF8,Q8NG99
Q7TRG8,Q8NG95
Q7TRG9,Q8NG95
Q60893,Q8NGG7
Q8VGE3,Q8NGG7
Q7TRE6,Q8NGG6
Q7TRE5,Q8NGG6
Q7TRE4,Q8NGG6
Q60886,Q96RD0
E9PVZ7,Q96RD0
Q60886,Q8NGG8
E9PVZ7,Q8NGG8
Q9EQA9,Q96RC9
Q60882,Q15620
Q7TRB7,Q8WZ84
Q9EQA0,Q8WZ84
Q9EQ99,Q8WZ84
Q7TRB8,Q9GZM6
Q9EQ98,Q9GZM6
Q8VGB4,Q8NGM9
P34983,Q15617
Q9EQ90,Q15617
Q9EQB8,Q15617
Q9EQB4,Q15617
Q9EQ92,Q15617
Q9EQB5,Q15617
Q9EQ95,Q15617
Q9EQ94,Q15617
Q9EQB6,Q15617
Q7TRA6,Q15617
Q8VFN5,Q6IF36
Q9EQ96,Q6IF36
Q8VFN5,P0DMU2
Q9EQ96,P0DMU2
Q60884,Q8NG78
Q8VG16,Q8NG78
J3KMV2,Q8NG78
Q8VFM1,Q8NGG4
A0A1L1SUP2,Q8NGG4
A2AVA9,Q8NGG4
A2AVB0,Q8NGG4
Q8VG37,Q8NGG4
Q8VFM1,Q8N162
A0A1L1SUP2,Q8N162
A2AVA9,Q8N162
A2AVB0,Q8N162
Q8VG37,Q8N162
Q8VFM1,Q8N146
A0A1L1SUP2,Q8N146
A2AVA9,Q8N146
A2AVB0,Q8N146
Q8VG37,Q8N146
A2AVB5,Q8N0Y5
Q7TR80,Q8NGP2
Q7TR75,Q8NGP2
Q7TR71,Q8NGP2
Q7TR80,Q8NGG1
Q7TR75,Q8NGG1
Q7TR71,Q8NGG1
Q7TR80,Q8NGG0
Q7TR75,Q8NGG0
Q7TR71,Q8NGG0
Q7TR79,Q8NGG5
Q8VGS7,Q8NH51
Q7TR74,Q8NH51
Q7TR72,Q8NH51
Q7TR70,Q8NH51
A2AK62,Q8NH51
Q8VGS0,Q8NH51
A2AK60,Q8NH51
Q8VF52,Q8NH51
Q7TR67,Q8NH51
A0A1L1SUC9,Q8NH51
A0A1L1STZ9,Q8NH51
Q7TR64,Q8NH51
A0A1L1SRK6,Q8NH51
Q7TR63,Q8NH51
Q8VGA6,Q8NH51
A0A1L1SR98,Q8NH51
Q8VGC7,Q8NH50
Q8VGS2,Q8NH50
A2ARZ0,Q8NH50
Q7TR76,Q8NH50
L7MU59,Q8NH50
Q7TS17,Q8NH09
Q8VGU2,Q8NH09
A0A0U1RP76,Q8NH09
Q8VFL0,Q8NH10
Q8VGR9,Q8NH10
Q8VGS1,Q8NH85
Q8VFL0,P0C7N1
Q8VGR9,P0C7N1
Q8VFL0,P0C7N5
Q8VGR9,P0C7N5
Q8VF30,Q8NGU1
Q924H8,Q8NGT5
Q8VF31,Q8NGU2
Q7TR96,Q8NH87
A2ASV2,Q8NH87
Q7TR95,Q8NH87
A2ALD2,Q8NGQ1
Q7TR94,Q8NGQ1
Q7TR96,P0C7N8
A2ASV2,P0C7N8
Q7TR95,P0C7N8
Q8VG66,Q8NGQ6
Q8VG65,Q8NGQ6
Q7TQQ2,Q8NGQ6
Q8VFU7,Q8NGE7
Q8VFU6,Q8NGE7
Q7TQQ3,Q8NGQ5
Q8VG11,Q8NGE9
Q8BWG9,Q96D31
Q8BH10,Q96SN7
Q6P8G8,Q9BRQ5
Q9Z1N2,Q9Y619
Q60862,Q9BXI2
Q9JK30,Q9UBD5
O88708,O43929
Q9WUV0,O43913
Q9WUJ8,Q9Y5N6
Q60590,P02763
P07361,P02763
Q63805,P02763
Q60590,P19652
P07361,P19652
Q63805,P19652
Q921I0,Q9P0S3
Q9CQZ0,Q53FV1
Q9CPZ6,Q8N138
Q8K2C7,Q13438
Q3B7Z2,P22059
Q5QNQ6,Q969R2
S4R1M9,Q9BXB5
Q8CI95,Q9BXB4
Q91XL9,Q9BXW6
Q8BX94,Q9H1P3
Q9DBS9,Q9H4L5
Q9ER64,Q9H0X9
Q8BXR9,Q9BZF3
A2A716,Q9BZF2
B9EJ86,Q9BZF1
A2A8Z1,Q96SU4
Q8VBT3,Q8IYS5
Q8BHW2,Q8WVF1
Q9D722,Q9NX31
Q8BWU5,Q9NPF4
Q6PEB4,Q9H4B0
Q8VC10,Q9UJX0
Q3TEE9,Q9Y236
P53347,P13725
O70458,Q99650
Q9WVG7,Q8TAX0
Q91ZD1,Q8N2R0
Q99LX8,P0C6T2
Q78XF5,Q9NRP0
Q62422,Q92882
Q8BGT0,Q86WC4
P61364,P61366
P11725,P00480
Q8K561,Q7RTW8
Q9ESF1,Q9HC10
O55225,Q6ZRI0
F7A4A7,Q3ZCN5
Q4ZJM7,A6NHN0
Q80VM9,Q7RTM1
Q80SX5,Q7RTS6
Q80UF9,Q7RTS5
Q9JIE3,Q9NRC9
Q8R448,Q8NHW6
O09113,Q5XKR4
Q7TQI3,Q96FW1
Q9CQX0,Q96DC9
Q9CUB6,Q5VV17
B1AZ99,Q5T2D3
B2RRE7,Q01804
Q3U2S4,Q96G74
Q6IE21,Q7L8S5
Q8K2H2,Q8N6M0
Q8R554,Q8TE49
B2RUR8,Q6GQQ9
Q3UCV8,Q96BN8
Q3TVP5,Q9NUU6
P80205,P32242
P80206,P32243
,
Q9D7E3,Q8WZ82
Q7M761,Q7RTZ1
Q62010,Q12889
Q9WTJ2,O14753
Q8CIV7,Q9BRP0
D3YYM0,O00110
Q8BGA9,Q15070
Q9D0K2,P55809
,
Q9JJN4,Q9BYC2
Q9ESL0,Q9BYC2
Q6IYF8,Q96P68
Q9CR10,Q5BKU9
Q8VE38,Q96HP4
Q4KMM3,Q8N573
Q9D404,Q9NWU1
Q6P9R2,O95747
P35454,P01178
P97926,P30559
P51576,P51575
Q8K3P1,Q9UBL9
Q3UR32,P56373
Q9JJX6,Q99571
Q3UYI1,Q93086
O54803,O15547
Q9Z1M0,Q99572
P49650,P47900
Q8BFU7,O00398
Q9CPV9,Q9H244
Q9D8I2,Q9BPV8
Q9ESG6,Q15391
P35383,P41231
Q9JJS7,P51582
Q9ERK9,Q15077
Q3V1T4,Q32P28
Q8CG71,Q8IVL5
Q8CG70,Q8IVL6
Q8K2B0,Q92791
B1AUF7,A0A087WWA1
Q60715,P13674
Q60716,O15460
Q6W3F0,Q7Z4N8
P09103,P07237
Q8BG58,Q9NXG6
P50580,Q9UQ80
Q9DB52,Q96E09
Q6NZE7,Q7Z309
Q9D5J5,Q6P4D5
P29341,P11940
A2A5N3,Q4VXU2
,Q5JQF8
P29341,Q9H361
Q6PHQ9,Q13310
G5E8X2,P0CB38
Q8C7D3,Q96DU9
Q8CCS6,Q86U42
Q5XFR0,A6NDY0
Q9D771,Q9H813
Q9DAK2,Q96M98
Q9D3X5,Q8N7B6
Q8K212,Q6VY07
Q3V3Q7,Q86VP3
Q61644,Q9BY11
Q9WVE8,Q9UNF0
Q99JB8,Q9UKS6
Q9Z185,Q9ULC6
Q08642,Q9Y2J8
Q9Z184,Q9ULW8
Q9Z183,Q9UM07
Q8K3V4,Q6TGC4
Q8K2T8,Q8N7H5
P63005,P43034
Q61206,P68402
Q61205,Q15102
Q8VDG7,Q99487
Q3U1F9,Q9NWQ8
Q99L02,Q9BTK6
P16331,P00439
Q9DCL9,P22234
Q8VE62,Q9H074
Q9D6V8,Q9BPZ3
Q91W45,Q9ULR5
O88643,Q16512
Q9DCE5,Q9NWT1
Q8CIN4,Q13177
Q61036,O75914
Q8BTW9,O96013
Q8C015,Q9P286
Q3ULB5,Q9NQU5
Q3U0P1,Q86YC2
P70261,Q9ULE6
Q9ET54,Q8WX93
Q9Z0P4,O75781
Q9Z107,C9JA33
A2TJV2,A6NDB9
Q9JHU2,Q9NP74
Q9JLB2,Q8N3R9
Q9JLB0,Q9NZW5
P97467,P19021
Q9CQV1,Q9Y3D7
A0A1L1SQA2,Q9Y3D7
Q8BU25,Q6UXH9
Q8BGF7,Q9HBH5
Q640Q5,Q58A45
Q8K4K6,Q8TE04
Q7M753,Q9BZ23
Q8R2W9,Q9H999
Q80YV4,Q9NVE7
Q8BTB3,
Q9JIP4,Q96RD7
Q6IMP4,Q96RD6
Q8CEG0,Q96QZ0
Q8C0L6,Q6QHF9
Q9EPX2,O95428
Q61183,P51003
Q9WVP6,Q9NRJ5
Q6PCL9,Q9BWT3
Q8R4K8,Q13219
E9PZ87,Q9BXP8
Q60967,O43252
O88428,O95340
Q6TCG8,Q6TCH7
Q9JJE4,Q8N4S7
Q9DCU0,Q9NXK6
